Description,Amount,Created Time,Original Date,Type
Unified Predial Tax,"COP 2,000,000.00","June 24, 2025 5:04 AM",,Sinking
Lourdes’ English Professor,"COP 670,000.00","June 24, 2025 5:04 AM",,Discretionary
Lourdes’ Pills,"COP 50,000.00","June 24, 2025 5:04 AM",,Discretionary
Apple One,"COP 83,900.00","June 24, 2025 5:04 AM",,Utilities
Rent,"COP 1,000,000.00","June 24, 2025 5:04 AM",,Utilities
Cleaning Service,"COP 60,000.00","June 24, 2025 9:07 PM",,Utilities
Concert Tickets,"COP 840,000.00","June 25, 2025 1:47 AM",,Sinking
Restaurante Elvis,"COP 83,000.00","June 28, 2025 9:01 PM",,Discretionary
Cleaning Service,"COP 60,000.00","July 1, 2025 9:00 PM",,Utilities
TV + Phone + Internet Service,"COP 133,353.00","July 3, 2025 5:01 AM",,Utilities
YouTube Premium,"COP 41,900.00","July 7, 2025 5:00 AM",,Utilities
Cleaning Service,"COP 60,000.00","July 8, 2025 9:08 PM",,Utilities
Administration Service,"COP 350,000.00","July 9, 2025 5:01 AM",,Utilities
Water Service,"COP 120,000.00","July 13, 2025 5:00 AM",,Utilities
Cleaning Service,"COP 60,000.00","July 15, 2025 9:02 PM",,Utilities
Cellphone Plan,"COP 82,000.00","July 16, 2025 5:02 AM",,Utilities
Electricity Service,"COP 700,000.00","July 17, 2025 5:04 AM",,Utilities
Credit Card Quota,"COP 48,490.00","July 18, 2025 5:01 AM",,Utilities
Gas Service,"COP 30,000.00","July 20, 2025 5:00 AM",,Utilities
Ivan and Natalia Wedding Airplane Tickets,"COP 1,416,000.00","July 21, 2025 2:45 AM","July 4, 2025",Sinking
Uber,"COP 11,840.00","July 21, 2025 2:46 AM","July 4, 2025",Utilities
Supples@DollarCity,"COP 70,000.00","July 21, 2025 2:47 AM","July 6, 2025",Utilities
Supplies@Farmatodo,"COP 309,922.00","July 21, 2025 2:48 AM","July 6, 2025",Utilities
Snack@LeMeridiem,"COP 52,335.00","July 21, 2025 2:49 AM","July 6, 2025",Discretionary
Food@GrupoEmpresarialTim,"COP 72,900.00","July 21, 2025 2:51 AM","July 6, 2025",Discretionary
Supplies For The Cats @ HomeCenter,"COP 119,900.00","July 21, 2025 2:51 AM","July 6, 2025",Discretionary
Audio Switcher + Charging Station,"COP 193,211.00","July 21, 2025 2:51 AM","July 6, 2025",Discretionary
Supplies@DollarCity,"COP 41,000.00","July 21, 2025 2:53 AM","July 8, 2025",Discretionary
Dinner@Salvators,"COP 33,100.00","July 21, 2025 2:53 AM","July 8, 2025",Discretionary
Uber,"COP 10,223.00","July 21, 2025 2:54 AM","July 8, 2025",Discretionary
Rappi (?),"COP 66,000.00","July 21, 2025 2:54 AM","July 8, 2025",Discretionary
Supplies@D1,"COP 59,800.00","July 21, 2025 2:56 AM","July 9, 2025",Utilities
Supplies@D1,"COP 21,000.00","July 21, 2025 2:59 AM","July 9, 2025",Utilities
Uber,"COP 11,919.00","July 21, 2025 2:59 AM","July 10, 2025",Discretionary
Uber,"COP 9,330.00","July 21, 2025 2:59 AM","July 12, 2025",Discretionary
Food@Cinam,"COP 70,000.00","July 21, 2025 3:01 AM","July 12, 2025",Discretionary
Supplies@Olimpica (Withdrawal),"COP 310,000.00","July 21, 2025 3:04 AM","July 13, 2025",Discretionary
Supplies@DollarCity,"COP 18,000.00","July 21, 2025 3:05 AM","July 14, 2025",Discretionary
Take Out,"COP 52,000.00","July 21, 2025 3:07 AM","July 14, 2025",Discretionary
Uber,"COP 12,000.00","July 21, 2025 3:08 AM","July 15, 2025",Discretionary
Uber,"COP 8,000.00","July 21, 2025 3:08 AM","July 15, 2025",Discretionary
Uber,"COP 12,000.00","July 21, 2025 3:09 AM","July 17, 2025",Discretionary
Mistaken Didi,"COP 12,000.00","July 21, 2025 3:10 AM","July 18, 2025",Discretionary
Lourdes’ Snack,"COP 20,000.00","July 21, 2025 3:10 AM","July 19, 2025",Discretionary
Uber,"COP 9,800.00","July 21, 2025 3:11 AM","July 19, 2025",Discretionary
Uber,"COP 15,820.00","July 21, 2025 3:11 AM","July 19, 2025",Discretionary
Snack@Batut,"COP 59,120.00","July 21, 2025 3:12 AM","July 19, 2025",Discretionary
Dinner@Porthos,"COP 162,760.00","July 21, 2025 3:13 AM","July 19, 2025",Discretionary
Shirts@Falabella,"COP 191,200.00","July 21, 2025 3:13 AM","July 19, 2025",Discretionary
Supplies@Alkosto,"COP 784,000.00","July 21, 2025 3:15 AM","July 20, 2025",Utilities
Cleaning Service,"COP 60,000.00","July 22, 2025 9:00 PM",,Utilities
Unified Predial Tax,"COP 2,000,000.00","July 24, 2025 5:01 AM",,Sinking
Lourdes’ Pills,"COP 50,000.00","July 24, 2025 5:01 AM",,Discretionary
Rent,"COP 1,000,000.00","July 24, 2025 5:01 AM",,Utilities
Galleta's Quota,"COP 100,000.00","July 24, 2025 5:02 AM",,Discretionary
Apple One,"COP 83,900.00","July 24, 2025 5:02 AM",,Utilities
Lourdes’ English Professor,"COP 670,000.00","July 24, 2025 5:02 AM",,Discretionary
Vehicular Tax Of Barranquilla,"COP 241,200.00","July 24, 2025 5:02 AM",,Sinking
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","July 24, 2025 5:02 AM",,Sinking
Cleaning Service,"COP 60,000.00","July 29, 2025 9:10 PM",,Utilities
Notion's Plus Plan,"COP 200,000.00","August 1, 2025 5:05 AM",,Sinking
TV + Phone + Internet Service,"COP 133,353.00","August 3, 2025 5:01 AM",,Utilities
Cleaning Service,"COP 60,000.00","August 5, 2025 9:03 PM",,Utilities
YouTube Premium,"COP 41,900.00","August 7, 2025 4:59 AM",,Utilities
Administration Service,"COP 350,000.00","August 9, 2025 5:00 AM",,Utilities
Cleaning Service,"COP 60,000.00","August 12, 2025 9:05 PM",,Utilities
Water Service,"COP 120,000.00","August 13, 2025 5:00 AM",,Utilities
Cellphone Plan,"COP 82,000.00","August 16, 2025 5:03 AM",,Utilities
Inversiones Kya,"COP 163,992.00","August 16, 2025 8:28 PM",,Discretionary
Gestirestaurantes Sas,"COP 60,940.00","August 16, 2025 9:55 PM",,Discretionary
Electricity Service,"COP 700,000.00","August 17, 2025 5:00 AM",,Utilities
Credit Card Quota,"COP 48,490.00","August 18, 2025 5:01 AM",,Utilities
Cleaning Service,"COP 60,000.00","August 19, 2025 9:10 PM",,Utilities
Gas Service,"COP 30,000.00","August 20, 2025 5:35 AM",,Utilities
Mario Bross Comidas Ra,"COP 31,457.00","August 23, 2025 8:51 PM",,Discretionary
Tres Fuegos Parrilla,"COP 128,400.00","August 24, 2025 2:19 AM",,Discretionary
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","August 24, 2025 5:01 AM",,Sinking
Apple One,"COP 83,900.00","August 24, 2025 5:01 AM",,Utilities
Lourdes’ English Professor,"COP 670,000.00","August 24, 2025 5:01 AM",,Discretionary
Rent,"COP 1,000,000.00","August 24, 2025 5:01 AM",,Utilities
Lourdes’ Pills,"COP 50,000.00","August 24, 2025 5:01 AM",,Discretionary
Unified Predial Tax,"COP 2,000,000.00","August 24, 2025 5:01 AM",,Sinking
Galleta's Quota,"COP 100,000.00","August 24, 2025 5:01 AM",,Discretionary
Vehicular Tax Of Barranquilla,"COP 241,200.00","August 24, 2025 5:01 AM",,Sinking
Cleaning Service,"COP 60,000.00","August 26, 2025 9:10 PM",,Utilities
BOLD*Dr Erich Heller,"COP 150,000.00","September 1, 2025 2:55 PM",,Discretionary
Cleaning Service,"COP 60,000.00","September 2, 2025 9:03 PM",,Utilities
TV + Phone + Internet Service,"COP 133,353.00","September 3, 2025 5:03 AM",,Utilities
Droguerias Juliao,"COP 37,400.00","September 6, 2025 7:33 PM",,Utilities
Grekka Greek Frozen Yo,"COP 25,300.00","September 6, 2025 7:38 PM",,Utilities
Mr Bono Estacion Viva,"COP 12,600.00","September 6, 2025 8:43 PM",,Discretionary
Novaventa Bquilla Cod,"COP 2,300.00","September 6, 2025 9:18 PM",,Discretionary
YouTube Premium,"COP 41,900.00","September 7, 2025 5:04 AM",,Utilities
Administration Service,"COP 350,000.00","September 9, 2025 5:01 AM",,Utilities
Cleaning Service,"COP 60,000.00","September 9, 2025 9:03 PM",,Utilities
Water Service,"COP 120,000.00","September 13, 2025 5:01 AM",,Utilities
Cellphone Plan,"COP 82,000.00","September 16, 2025 5:01 AM",,Utilities
Cleaning Service,"COP 60,000.00","September 16, 2025 9:08 PM",,Utilities
Electricity Service,"COP 700,000.00","September 17, 2025 5:00 AM",,Utilities
Credit Card Quota,"COP 48,490.00","September 18, 2025 5:03 AM",,Utilities
Gas Service,"COP 30,000.00","September 20, 2025 5:03 AM",,Utilities
Cleaning Service,"COP 60,000.00","September 23, 2025 9:03 PM",,Utilities
Lourdes’ Pills,"COP 50,000.00","September 24, 2025 5:03 AM",,Discretionary
Apple One,"COP 83,900.00","September 24, 2025 5:03 AM",,Utilities
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","September 24, 2025 5:03 AM",,Sinking
Rent,"COP 1,000,000.00","September 24, 2025 5:03 AM",,Utilities
Unified Predial Tax,"COP 2,000,000.00","September 24, 2025 5:04 AM",,Sinking
Galleta's Quota,"COP 100,000.00","September 24, 2025 5:04 AM",,Discretionary
Vehicular Tax Of Barranquilla,"COP 241,200.00","September 24, 2025 5:05 AM",,Sinking
Lourdes’ English Professor,"COP 670,000.00","September 24, 2025 5:05 AM",,Discretionary
Exito Wow Buenavista,"COP 56,100.00","September 28, 2025 12:24 AM",,Discretionary
Porthos Steakhouse And,"COP 139,415.00","September 28, 2025 1:57 AM",,Discretionary
Cleaning Service,"COP 60,000.00","September 30, 2025 9:04 PM",,Utilities
TV + Phone + Internet Service,"COP 133,353.00","October 3, 2025 5:00 AM",,Utilities
Batutco Sas,"COP 77,000.00","October 4, 2025 10:15 PM",,Discretionary
Porthos Steakhouse and Pub,"COP 141,054.00","October 5, 2025 1:53 AM",,Discretionary
YouTube Premium,"COP 41,900.00","October 7, 2025 5:03 AM",,Utilities
Cleaning Service,"COP 60,000.00","October 7, 2025 9:08 PM",,Utilities
Administration Service,"COP 350,000.00","October 9, 2025 5:01 AM",,Utilities
Naca,"COP 180,590.00","October 11, 2025 8:16 PM",,Discretionary
Mr Bono Estacion Viva,"COP 13,400.00","October 11, 2025 9:44 PM",,Discretionary
Dollarcity Barranquill,"COP 66,500.00","October 11, 2025 10:59 PM",,Discretionary
Canedo De Avendano Alc,COP 48.14,"October 12, 2025 2:14 AM",,Discretionary
Water Service,"COP 120,000.00","October 13, 2025 5:00 AM",,Utilities
Cleaning Service,"COP 60,000.00","October 14, 2025 9:04 PM",,Utilities
Cellphone Plan,"COP 82,000.00","October 16, 2025 5:03 AM",,Utilities
Electricity Service,"COP 700,000.00","October 17, 2025 5:02 AM",,Utilities
Credit Card Quota,"COP 48,490.00","October 18, 2025 5:02 AM",,Utilities
Brisket Cc Plaza Del P,"COP 139,568.00","October 19, 2025 2:39 AM",,Discretionary
Gas Service,"COP 30,000.00","October 20, 2025 5:05 AM",,Utilities
Cleaning Service,"COP 60,000.00","October 21, 2025 9:01 PM",,Utilities
Galleta's Quota,"COP 100,000.00","October 24, 2025 5:04 AM",,Discretionary
Rent,"COP 1,000,000.00","October 24, 2025 5:04 AM",,Utilities
Apple One,"COP 83,900.00","October 24, 2025 5:04 AM",,Utilities
Lourdes’ Pills,"COP 50,000.00","October 24, 2025 5:04 AM",,Discretionary
Unified Predial Tax,"COP 2,000,000.00","October 24, 2025 5:04 AM",,Sinking
Vehicular Tax Of Barranquilla,"COP 241,200.00","October 24, 2025 5:04 AM",,Sinking
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","October 24, 2025 5:04 AM",,Sinking
Lourdes’ English Professor,"COP 670,000.00","October 24, 2025 5:04 AM",,Discretionary
Eds Terpel Paraiso,"COP 179,318.00","October 25, 2025 8:04 PM",,Utilities
Batutco Sas,"COP 90,575.00","October 25, 2025 10:12 PM",,Discretionary
Cleaning Service,"COP 60,000.00","October 28, 2025 9:03 PM",,Utilities
TV + Phone + Internet Service,"COP 133,353.00","November 3, 2025 5:27 AM",,Utilities
Cleaning Service,"COP 60,000.00","November 4, 2025 9:00 PM",,Utilities
YouTube Premium,"COP 41,900.00","November 7, 2025 5:11 AM",,Utilities
Administration Service,"COP 350,000.00","November 9, 2025 5:42 AM",,Utilities
Cleaning Service,"COP 60,000.00","November 11, 2025 9:04 PM",,Utilities
Water Service,"COP 120,000.00","November 13, 2025 5:09 AM",,Utilities
Cellphone Plan,"COP 82,000.00","November 16, 2025 5:48 AM",,Utilities
Electricity Service,"COP 700,000.00","November 17, 2025 5:44 AM",,Utilities
Credit Card Quota,"COP 48,490.00","November 18, 2025 5:40 AM",,Utilities
Cleaning Service,"COP 60,000.00","November 18, 2025 9:01 PM",,Utilities
Gas Service,"COP 30,000.00","November 20, 2025 5:31 AM",,Utilities
BOLD*Hotel Piedra De,"COP 500,000.00","November 21, 2025 10:00 PM",,Discretionary
Lourdes’ Pills,"COP 50,000.00","November 24, 2025 5:14 AM",,Discretionary
Unified Predial Tax,"COP 2,000,000.00","November 24, 2025 5:24 AM",,Sinking
Rent,"COP 1,000,000.00","November 24, 2025 5:25 AM",,Utilities
Galleta's Quota,"COP 100,000.00","November 24, 2025 5:25 AM",,Discretionary
Vehicular Tax Of Barranquilla,"COP 241,200.00","November 24, 2025 5:29 AM",,Sinking
Lourdes’ English Professor,"COP 670,000.00","November 24, 2025 5:30 AM",,Discretionary
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","November 24, 2025 5:31 AM",,Sinking
Apple One,"COP 83,900.00","November 24, 2025 5:34 AM",,Utilities
Cleaning Service,"COP 60,000.00","November 25, 2025 9:04 PM",,Utilities
Bold*chori Restauran,"COP 101,816.00","November 30, 2025 12:49 AM",,Discretionary
Cleaning Service,"COP 60,000.00","December 2, 2025 9:01 PM",,Utilities
TV + Phone + Internet Service,"COP 133,353.00","December 3, 2025 5:21 AM",,Utilities
Falabella De Colombia,"COP 60,490.00","December 6, 2025 11:44 PM",,Discretionary
Brisket,"COP 105,000.00","December 7, 2025 1:03 AM",,Discretionary
YouTube Premium,"COP 41,900.00","December 7, 2025 5:36 AM",,Utilities
Administration Service,"COP 350,000.00","December 9, 2025 5:04 AM",,Utilities
Cleaning Service,"COP 60,000.00","December 9, 2025 9:02 PM",,Utilities
Water Service,"COP 120,000.00","December 13, 2025 5:25 AM",,Utilities
Sc Barranquilla,"COP 41,400.00","December 15, 2025 6:04 PM",,Discretionary
Cellphone Plan,"COP 82,000.00","December 16, 2025 5:36 AM",,Utilities
Cleaning Service,"COP 60,000.00","December 16, 2025 9:01 PM",,Utilities
Electricity Service,"COP 700,000.00","December 17, 2025 5:19 AM",,Utilities
Credit Card Quota,"COP 48,490.00","December 18, 2025 5:04 AM",,Utilities
Gas Service,"COP 30,000.00","December 20, 2025 5:11 AM",,Utilities
Cleaning Service,"COP 60,000.00","December 23, 2025 9:01 PM",,Utilities
Lourdes’ English Professor,"COP 670,000.00","December 24, 2025 5:03 AM",,Discretionary
Vehicular Tax Of Barranquilla,"COP 241,200.00","December 24, 2025 5:03 AM",,Sinking
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","December 24, 2025 5:13 AM",,Sinking
Lourdes’ Pills,"COP 50,000.00","December 24, 2025 5:14 AM",,Discretionary
Galleta's Quota,"COP 100,000.00","December 24, 2025 5:15 AM",,Discretionary
Unified Predial Tax,"COP 2,000,000.00","December 24, 2025 5:15 AM",,Sinking
Rent,"COP 1,000,000.00","December 24, 2025 5:15 AM",,Utilities
Apple One,"COP 83,900.00","December 24, 2025 5:17 AM",,Utilities
Casa Tua Cucina,"COP 302,080.00","December 25, 2025 1:44 AM",,Discretionary
Tapitaoca,"COP 92,400.00","December 26, 2025 12:16 AM",,Discretionary
Olivia Viva Barranquil,"COP 150,122.00","December 28, 2025 2:10 AM",,Discretionary
Wet Sunday VIVA,"COP 23,000.00","December 28, 2025 2:58 AM",,Discretionary
Cleaning Service,"COP 60,000.00","December 30, 2025 9:01 PM",,Utilities
Gestirestaurantes Sas,"COP 152,526.00","January 3, 2026 2:25 AM",,Discretionary
TV + Phone + Internet Service,"COP 133,353.00","January 3, 2026 5:19 AM",,Utilities
Cleaning Service,"COP 60,000.00","January 6, 2026 9:02 PM",,Utilities
YouTube Premium,"COP 41,900.00","January 7, 2026 5:13 AM",,Utilities
Administration Service,"COP 350,000.00","January 9, 2026 5:16 AM",,Utilities
Akai Acai Y Greek Ice,"COP 31,900.00","January 10, 2026 8:55 PM",,Discretionary
Water Service,"COP 120,000.00","January 13, 2026 5:23 AM",,Utilities
Cleaning Service,"COP 60,000.00","January 13, 2026 9:01 PM",,Utilities
Transaction,"COP 200,000.00","January 14, 2026 12:37 AM",,Discretionary
Cellphone Plan,"COP 82,000.00","January 16, 2026 5:17 AM",,Utilities
Electricity Service,"COP 700,000.00","January 17, 2026 5:23 AM",,Utilities
Starbucks Viva Barranq,"COP 30,787.00","January 17, 2026 10:41 PM",,Discretionary
Bbc Cerveceria,"COP 293,157.00","January 18, 2026 3:56 AM",,Discretionary
Credit Card Quota,"COP 48,490.00","January 18, 2026 5:25 AM",,Utilities
Gas Service,"COP 30,000.00","January 20, 2026 5:11 AM",,Utilities
Cleaning Service,"COP 60,000.00","January 20, 2026 9:00 PM",,Utilities
Unified Predial Tax,"COP 2,000,000.00","January 24, 2026 5:21 AM",,Sinking
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","January 24, 2026 5:22 AM",,Sinking
Apple One,"COP 83,900.00","January 24, 2026 5:22 AM",,Utilities
Galleta's Quota,"COP 100,000.00","January 24, 2026 5:23 AM",,Discretionary
Rent,"COP 1,000,000.00","January 24, 2026 5:23 AM",,Utilities
Lourdes’ English Professor,"COP 670,000.00","January 24, 2026 5:23 AM",,Discretionary
Vehicular Tax Of Barranquilla,"COP 241,200.00","January 24, 2026 5:24 AM",,Sinking
Lourdes’ Pills,"COP 50,000.00","January 24, 2026 5:24 AM",,Discretionary
Cleaning Service,"COP 60,000.00","January 27, 2026 9:02 PM",,Utilities
Mr Bono Buenavista Ii,"COP 9,500.00","January 31, 2026 8:22 PM",,Discretionary
TV + Phone + Internet Service,"COP 133,353.00","February 3, 2026 5:00 AM",,Utilities
Cleaning Service,"COP 60,000.00","February 3, 2026 9:00 PM",,Utilities
YouTube Premium,"COP 41,900.00","February 7, 2026 5:28 AM",,Utilities
Administration Service,"COP 350,000.00","February 9, 2026 5:12 AM",,Utilities
Cleaning Service,"COP 60,000.00","February 10, 2026 9:01 PM",,Utilities
Water Service,"COP 120,000.00","February 13, 2026 5:22 AM",,Utilities
Cellphone Plan,"COP 82,000.00","February 16, 2026 5:23 AM",,Utilities
1Password Subscription,"COP 227,000.00","February 16, 2026 5:28 AM",,Sinking
Electricity Service,"COP 700,000.00","February 17, 2026 5:14 AM",,Utilities
Cleaning Service,"COP 60,000.00","February 17, 2026 9:01 PM",,Utilities
Credit Card Quota,"COP 48,490.00","February 18, 2026 5:04 AM",,Utilities
Gas Service,"COP 30,000.00","February 20, 2026 5:27 AM",,Utilities
Restaurante Amalfi Cuc,"COP 265,500.00","February 21, 2026 6:24 PM",,Discretionary
Lafam 203,"COP 584,000.00","February 21, 2026 9:21 PM",,Sinking
Mr Bono Exito Cr 51b,"COP 11,100.00","February 21, 2026 10:32 PM",,Discretionary
Apple One,"COP 83,900.00","February 24, 2026 5:00 AM",,Utilities
Rent,"COP 1,000,000.00","February 24, 2026 5:05 AM",,Utilities
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","February 24, 2026 5:15 AM",,Sinking
Lourdes’ English Professor,"COP 670,000.00","February 24, 2026 5:15 AM",,Discretionary
Vehicular Tax Of Barranquilla,"COP 241,200.00","February 24, 2026 5:16 AM",,Sinking
Galleta's Quota,"COP 100,000.00","February 24, 2026 5:16 AM",,Discretionary
Lourdes’ Pills,"COP 50,000.00","February 24, 2026 5:16 AM",,Discretionary
Unified Predial Tax,"COP 2,000,000.00","February 24, 2026 5:16 AM",,Sinking
Cleaning Service,"COP 60,000.00","February 24, 2026 9:01 PM",,Utilities
Transaction,"COP 92,000.00","March 1, 2026 1:23 AM",,Discretionary
TV + Phone + Internet Service,"COP 133,353.00","March 3, 2026 5:21 AM",,Utilities
Cleaning Service,"COP 60,000.00","March 3, 2026 9:00 PM",,Utilities
Transaction,"COP 150,000.00","March 5, 2026 3:21 PM",,Discretionary
YouTube Premium,"COP 41,900.00","March 7, 2026 5:05 AM",,Utilities
Grekka Greek Frozen Yo,"COP 32,800.00","March 7, 2026 7:57 PM",,Discretionary
Homecenter Barranquill,"COP 161,500.00","March 7, 2026 10:58 PM",,Discretionary
Fiordi Cc Mall Plaza,"COP 130,565.00","March 8, 2026 1:09 AM",,Discretionary
Administration Service,"COP 350,000.00","March 9, 2026 5:00 AM",,Utilities
Cleaning Service,"COP 60,000.00","March 10, 2026 9:01 PM",,Utilities
Water Service,"COP 120,000.00","March 13, 2026 5:00 AM",,Utilities
Cellphone Plan,"COP 82,000.00","March 16, 2026 5:00 AM",,Utilities
Electricity Service,"COP 700,000.00","March 17, 2026 5:02 AM",,Utilities
Cleaning Service,"COP 60,000.00","March 17, 2026 9:01 PM",,Utilities
Credit Card Quota,"COP 48,490.00","March 18, 2026 5:00 AM",,Utilities
Gas Service,"COP 30,000.00","March 20, 2026 5:00 AM",,Utilities
Obrero Casa De Pan Pla,"COP 126,553.00","March 21, 2026 8:57 PM",,Discretionary
Lourdes’ Pills,"COP 50,000.00","March 24, 2026 4:59 AM",,Discretionary
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","March 24, 2026 5:00 AM",,Sinking
Unified Predial Tax,"COP 2,000,000.00","March 24, 2026 5:00 AM",,Sinking
Galleta's Quota,"COP 100,000.00","March 24, 2026 5:00 AM",,Discretionary
Apple One,"COP 83,900.00","March 24, 2026 5:00 AM",,Utilities
Rent,"COP 1,000,000.00","March 24, 2026 5:00 AM",,Utilities
Vehicular Tax Of Barranquilla,"COP 241,200.00","March 24, 2026 5:00 AM",,Sinking
Lourdes’ English Professor,"COP 670,000.00","March 24, 2026 5:00 AM",,Discretionary
Cleaning Service,"COP 60,000.00","March 24, 2026 9:00 PM",,Utilities
Cleaning Service,"COP 60,000.00","March 31, 2026 9:02 PM",,Utilities
TV + Phone + Internet Service,"COP 133,353.00","April 3, 2026 5:01 AM",,Utilities
Buffalo Grill Buenavis,"COP 140,617.00","April 5, 2026 1:45 AM",,Discretionary
YouTube Premium,"COP 41,900.00","April 7, 2026 5:00 AM",,Utilities
Cleaning Service,"COP 60,000.00","April 7, 2026 9:00 PM",,Utilities
Administration Service,"COP 350,000.00","April 9, 2026 5:00 AM",,Utilities
Eds La Castellana,"COP 142,822.00","April 10, 2026 11:00 AM",,Utilities
Corpofit Sas,"COP 59,614.00","April 11, 2026 9:38 PM",,Utilities
Corpo Fit Market,"COP 9,000.00","April 11, 2026 9:38 PM",,Discretionary
Water Service,"COP 120,000.00","April 13, 2026 5:01 AM",,Utilities
Cleaning Service,"COP 60,000.00","April 14, 2026 9:00 PM",,Utilities
Cellphone Plan,"COP 82,000.00","April 16, 2026 5:01 AM",,Utilities
Electricity Service,"COP 700,000.00","April 17, 2026 5:03 AM",,Utilities
Transaction,COP 0.00,"April 18, 2026 10:01 PM",,Retirement
Starbucks,"COP 25,000.00","June 7, 2022 1:19 AM","January 1, 2022",Discretionary
Frozen Meat,"COP 16,000.00","June 8, 2022 2:15 AM","January 1, 2022",Discretionary
Lourdes’ Birthday,"COP 200,000.00","June 8, 2022 2:27 AM","March 1, 2022",Sinking
Hair Gel,"COP 60,000.00","June 8, 2022 2:32 AM","May 1, 2022",Discretionary
Ice Creams,"COP 27,000.00","June 8, 2022 2:41 AM","May 1, 2022",Discretionary
Gummy Bears,"COP 10,000.00","June 8, 2022 2:42 AM","May 1, 2022",Discretionary
Rosita’s iPad,"COP 600,000.00","June 8, 2022 2:45 AM","May 1, 2022",Discretionary
Fernando’s Daughter’s Vaki,"COP 30,000.00","June 11, 2022 6:29 PM","March 1, 2021",Discretionary
Uncle’s Table,"COP 80,000.00","June 11, 2022 6:29 PM","March 1, 2021",Short-term
Nazly,"COP 50,000.00","June 12, 2022 2:09 PM","June 1, 2021",Discretionary
Father’s Day,"COP 287,000.00","June 12, 2022 2:09 PM","June 1, 2021",Sinking
Nazly,"COP 60,000.00","June 12, 2022 2:09 PM","June 1, 2021",Discretionary
Nazly,"COP 20,000.00","June 12, 2022 3:20 PM","July 1, 2021",Discretionary
Lourdes’ English Book,"COP 110,000.00","June 12, 2022 3:23 PM","August 1, 2021",Discretionary
Martinique Lunch,"COP 60,000.00","June 12, 2022 3:27 PM","August 1, 2021",Discretionary
Medicines,"COP 50,000.00","June 12, 2022 3:36 PM","September 1, 2021",Discretionary
Apple 20W Charger,"COP 90,000.00","June 12, 2022 3:38 PM","September 1, 2021",Discretionary
Wine,"COP 50,000.00","June 12, 2022 4:09 PM","October 1, 2021",Discretionary
Pet Donation,"COP 12,000.00","June 12, 2022 5:18 PM","April 1, 2021",Discretionary
Brasier de Miniso,"COP 17,400.00","July 31, 2022 4:59 PM","July 1, 2022",Discretionary
Nazly,"COP 30,000.00","July 31, 2022 5:07 PM","July 1, 2022",Discretionary
Shawarmas,"COP 35,000.00","August 16, 2022 12:13 AM",,Discretionary
Brownies De Galleta,"COP 10,000.00","August 27, 2022 1:25 PM",,Discretionary
Vacuna Leucemia Felina,"COP 25,000.00","August 30, 2022 2:30 AM",,Discretionary
Mr. Bono,"COP 8,800.00","September 3, 2022 8:56 PM",,Discretionary
DollarCity - Termo De Lourdes,"COP 14,000.00","September 9, 2022 1:20 PM",,Discretionary
Crispetas,"COP 17,000.00","October 16, 2022 4:20 AM",,Discretionary
Takitos,"COP 4,000.00","November 5, 2022 11:53 PM",,Discretionary
Uber Lourdes (Nazly),"COP 10,000.00","November 17, 2022 12:27 PM",,Discretionary
Toalla Desinfectante,"COP 4,990.00","December 15, 2022 3:18 AM",,Utilities
Limpiavidrios,"COP 2,250.00","December 15, 2022 3:21 AM",,Utilities
Insecticida Liquido,"COP 10,000.00","December 15, 2022 3:32 AM",,Utilities
Reparación De La Oficina,"COP 50,000.00","December 16, 2022 8:20 PM",,Short-term
Ayuda De Julio Morales,"COP 50,000.00","December 16, 2022 8:20 PM",,Discretionary
Tope Puerta Magnético,"COP 24,900.00","December 16, 2022 8:22 PM",,Short-term
Balde y Escurridor,"COP 28,900.00","December 19, 2022 12:05 AM",,Utilities
Contenedor 2.4L,"COP 49,900.00","December 19, 2022 12:26 AM",,Utilities
Things (Mac),"COP 230,000.00","December 24, 2022 4:00 AM",,Discretionary
Calentador,"COP 809,000.00","December 27, 2022 12:19 AM",,Short-term
Scargil Chairs,"COP 570,000.00","January 7, 2023 8:25 PM",,Short-term
Uber a Bolos,"COP 10,960.00","January 8, 2023 6:28 PM",,Discretionary
Mr. Bono,"COP 11,600.00","January 8, 2023 6:29 PM",,Discretionary
Cuchillas,"COP 2,990.00","January 9, 2023 6:42 PM",,Utilities
Toallas Higiénicas,"COP 8,300.00","January 14, 2023 11:32 PM",,Utilities
Escurridor,"COP 26,000.00","January 15, 2023 12:02 AM",,Short-term
Quesillo Bloque,"COP 9,100.00","January 15, 2023 5:27 PM",,Utilities
Queso Tajado,"COP 9,990.00","January 15, 2023 5:33 PM",,Utilities
Ensalada de atún,"COP 5,490.00","January 15, 2023 5:34 PM",,Utilities
Toallas Húmedas,"COP 4,590.00","January 15, 2023 5:38 PM",,Utilities
Spaghettis,"COP 4,490.00","January 15, 2023 5:38 PM",,Utilities
